Timestamp,Value
0,9998.20036
1,9996.70036
2,9996.400360000001
3,9996.94036
4,9996.400360000001
5,9996.400360000001
6,9995.020360000002
7,9995.800360000001
8,9995.20036
9,9994.840360000002
10,9993.70036
11,9993.760360000002
12,9996.100360000002
13,9996.580360000002
14,9996.70036
15,9996.460360000001
16,9995.800360000001
17,9995.080360000002
18,9996.28036
19,9996.580360000002
20,9997.720360000001
21,9999.94036
22,9999.400360000001
23,9999.28036
24,9997.42762
25,9997.487620000002
26,9997.787620000001
27,9997.18762
28,9995.627620000001
29,9994.00762
30,9996.287620000001
31,9998.08762
32,9998.08762
33,9996.34762
34,9996.287620000001
35,9996.287620000001
36,9996.287620000001
37,9998.68762
38,9998.68762
39,9997.18762
40,9996.707620000001
41,9996.887620000001
42,9997.787620000001
43,9997.18762
44,9998.02762
45,9997.00762
46,9997.487620000002
47,9997.787620000001
48,9995.653960000001
49,9995.53396
50,9995.473960000001
51,9996.313960000001
52,9994.993960000002
53,9994.153960000001
54,9993.79396
55,9994.753960000002
56,9994.753960000002
57,9996.19396
58,9996.19396
59,9994.09396
60,9995.413960000002
61,9997.993960000002
62,9997.93396
63,9997.93396
64,9997.93396
65,9996.253960000002
66,9996.253960000002
67,9996.253960000002
68,9996.253960000002
69,9996.19396
70,9996.19396
71,9998.413960000002
72,9995.811820000003
73,9996.471820000002
74,9996.111820000002
75,9996.111820000002
76,9997.431820000002
77,9996.111820000002
78,9996.111820000002
79,9995.871820000002
80,9995.751820000001
81,9995.991820000001
82,9995.991820000001
83,9995.511820000002
84,9995.211820000002
85,9994.011820000002
86,9993.171820000001
87,9993.171820000001
88,9993.711820000002
89,9994.011820000002
90,9994.011820000002
91,9994.011820000002
92,9993.291820000002
93,9993.291820000002
94,9993.111820000002
95,9992.511820000002
96,9994.741720000004
97,9994.861720000003
98,9994.321720000004
99,9994.981720000003
100,9994.981720000003
101,9994.501720000004
102,9994.621720000003
103,9994.981720000003
104,9995.101720000004
105,9996.781720000003
106,9997.021720000004
107,9996.181720000004
108,9996.181720000004
109,9996.181720000004
110,9996.181720000004
111,9996.181720000004
112,9995.041720000003
113,9995.041720000003
114,9995.281720000003
115,9995.281720000003
116,9995.281720000003
117,9995.281720000003
118,9995.281720000003
119,9995.281720000003
120,9994.169220000003
121,9992.279220000004
122,9993.469220000003
123,9994.239220000003
124,9994.169220000003
125,9994.169220000003
126,9994.169220000003
127,9994.169220000003
128,9994.169220000003
129,9995.919220000003
130,9995.919220000003
131,9994.169220000003
132,9994.169220000003
133,9994.169220000003
134,9992.979220000003
135,9992.979220000003
136,9992.979220000003
137,9992.979220000003
138,9992.979220000003
139,9994.169220000003
140,9994.169220000003
141,9993.329220000003
142,9993.329220000003
143,9993.119220000004
144,9992.416390000004
145,9989.806390000005
146,9989.806390000005
147,9990.166390000004
148,9991.516390000004
149,9987.466390000005
150,9984.586390000004
151,9980.086390000004
152,9981.616390000005
153,9980.266390000004
154,9984.316390000004
155,9983.416390000004
156,9983.326390000004
157,9983.146390000004
158,9983.146390000004
159,9983.146390000004
160,9980.446390000005
161,9980.446390000005
162,9989.266390000004
163,9983.326390000004
164,9983.866390000005
165,9983.866390000005
166,9983.866390000005
167,9989.266390000004
168,9982.552750000006
169,9982.012750000005
170,9982.462750000006
171,9982.462750000006
172,9982.552750000006
173,9982.552750000006
174,9981.832750000005
175,9982.912750000005
176,9980.662750000005
177,9980.662750000005
178,9980.662750000005
179,9980.662750000005
180,9980.662750000005
181,9980.662750000005
182,9983.272750000006
183,9981.832750000005
184,9981.832750000005
185,9981.832750000005
186,9981.832750000005
187,9981.832750000005
188,9981.832750000005
189,9982.192750000006
190,9982.192750000006
191,9982.192750000006
192,9979.735160000006
193,9979.635160000007
194,9979.435160000006
195,9980.435160000006
196,9980.435160000006
197,9980.435160000006
198,9983.435160000006
199,9980.035160000007
200,9980.035160000007
201,9980.035160000007
202,9980.035160000007
203,9980.035160000007
204,9980.835160000006
205,9983.735160000006
206,9983.735160000006
207,9983.735160000006
208,9983.735160000006
209,9983.735160000006
210,9983.735160000006
211,9983.735160000006
212,9981.635160000007
213,9981.635160000007
214,9981.635160000007
215,9981.635160000007
216,9979.669740000007
217,9978.949740000007
218,9978.949740000007
219,9978.949740000007
220,9978.949740000007
221,9978.949740000007
222,9977.749740000007
223,9980.709740000008
224,9980.149740000008
225,9980.149740000008
226,9980.149740000008
227,9980.149740000008
228,9980.149740000008
229,9980.149740000008
230,9980.149740000008
231,9980.149740000008
232,9980.149740000008
233,9980.149740000008
234,9980.149740000008
235,9980.149740000008
236,9980.149740000008
237,9978.949740000007
238,9980.069740000008
239,9980.069740000008
240,9976.979440000006
241,9976.979440000006
242,9976.279440000008
243,9976.349440000007
244,9976.559440000006
245,9977.189440000007
246,9977.189440000007
247,9977.189440000007
248,9977.189440000007
249,9977.189440000007
250,9976.349440000007
251,9976.349440000007
252,9976.349440000007
253,9976.349440000007
254,9976.349440000007
255,9976.839440000007
256,9976.839440000007
257,9976.839440000007
258,9976.839440000007
259,9976.839440000007
260,9976.839440000007
261,9976.839440000007
262,9976.279440000008
263,9975.859440000007
264,9974.010500000008
265,9974.010500000008
266,9974.010500000008
267,9974.010500000008
268,9974.010500000008
269,9974.010500000008
270,9974.010500000008
271,9974.010500000008
272,9974.010500000008
273,9974.010500000008
274,9974.010500000008
275,9974.010500000008
276,9974.010500000008
277,9974.010500000008
278,9974.010500000008
279,9974.010500000008
280,9974.010500000008
281,9974.010500000008
282,9974.010500000008
283,9974.010500000008
284,9974.010500000008
285,9972.570500000007
286,9972.570500000007
287,9972.570500000007
288,9970.446320000008
289,9970.446320000008
290,9970.446320000008
291,9970.446320000008
292,9970.446320000008
293,9970.446320000008
294,9970.446320000008
295,9970.446320000008
296,9970.446320000008
297,9970.446320000008
298,9970.446320000008
299,9970.446320000008
300,9970.446320000008
301,9970.446320000008
302,9970.446320000008
303,9970.446320000008
304,9970.446320000008
305,9970.446320000008
306,9970.506320000008
307,9969.906320000007
308,9969.906320000007
309,9969.906320000007
310,9970.206320000008
311,9970.206320000008
312,9967.45520000001
313,9967.45520000001
314,9968.29520000001
315,9968.29520000001
316,9968.29520000001
317,9968.29520000001
318,9968.29520000001
319,9968.29520000001
320,9968.29520000001
321,9968.29520000001
322,9968.29520000001
323,9968.29520000001
324,9969.015200000009
325,9969.015200000009
326,9969.015200000009
327,9968.41520000001
328,9968.41520000001
329,9968.41520000001
330,9969.435200000009
331,9969.435200000009
332,9969.435200000009
333,9969.435200000009
334,9969.435200000009
335,9969.435200000009
336,9967.53950000001
337,9968.19950000001
338,9968.19950000001
339,9968.19950000001
340,9968.19950000001
341,9968.19950000001
342,9965.79950000001
343,9965.79950000001
344,9965.79950000001
345,9965.97950000001
346,9965.97950000001
347,9965.97950000001
348,9965.97950000001
349,9965.97950000001
350,9963.99950000001
351,9963.99950000001
352,9967.23950000001
353,9967.23950000001
354,9966.81950000001
355,9967.23950000001
356,9967.23950000001
357,9967.23950000001
358,9967.23950000001
359,9967.23950000001
360,9965.45101000001
361,9965.45101000001
362,9965.45101000001
363,9965.50101000001
364,9965.50101000001
365,9965.65101000001
366,9967.15101000001
367,9967.15101000001
368,9967.15101000001
369,9967.15101000001
370,9967.15101000001
371,9967.15101000001
372,9967.15101000001
373,9967.15101000001
374,9967.15101000001
375,9967.15101000001
376,9967.15101000001
377,9967.15101000001
378,9967.15101000001
379,9967.15101000001
380,9967.15101000001
381,9967.15101000001
382,9967.15101000001
383,9967.15101000001
384,9964.391610000011
385,9964.391610000011
386,9961.891610000011
387,9961.891610000011
388,9964.041610000011
389,9964.391610000011
390,9964.391610000011
391,9964.391610000011
392,9964.391610000011
393,9964.791610000011
394,9964.791610000011
395,9964.791610000011
396,9964.791610000011
397,9964.791610000011
398,9965.641610000011
399,9965.641610000011
400,9965.641610000011
401,9964.641610000011
402,9964.641610000011
403,9964.641610000011
404,9964.641610000011
405,9964.641610000011
406,9964.641610000011
407,9964.641610000011
408,9963.327110000011
409,9963.327110000011
410,9963.327110000011
411,9963.327110000011
412,9963.327110000011
413,9963.327110000011
414,9963.327110000011
415,9962.767110000012
416,9962.767110000012
417,9962.767110000012
418,9962.767110000012
419,9962.767110000012
420,9962.767110000012
421,9962.767110000012
422,9962.087110000011
423,9962.087110000011
424,9962.087110000011
425,9962.087110000011
426,9962.087110000011
427,9962.087110000011
428,9962.087110000011
429,9962.087110000011
430,9962.087110000011
431,9962.087110000011
432,9960.442230000011
433,9960.442230000011
434,9960.442230000011
435,9960.442230000011
436,9960.442230000011
437,9960.442230000011
438,9960.442230000011
439,9960.442230000011
440,9960.442230000011
441,9960.442230000011
442,9960.442230000011
443,9960.442230000011
444,9959.042230000012
445,9959.042230000012
446,9959.042230000012
447,9959.042230000012
448,9956.722230000012
449,9956.722230000012
450,9956.722230000012
451,9956.722230000012
452,9956.722230000012
453,9956.722230000012
454,9956.722230000012
455,9956.722230000012
456,9954.956630000012
457,9954.956630000012
458,9954.956630000012
459,9954.356630000011
460,9955.25663000001
461,9952.856630000011
462,9952.856630000011
463,9952.856630000011
464,9954.296630000012
465,9954.296630000012
466,9954.296630000012
467,9954.296630000012
468,9954.296630000012
469,9954.296630000012
470,9954.23663000001
471,9954.23663000001
472,9954.296630000012
473,9954.296630000012
474,9954.296630000012
475,9953.15663000001
476,9953.15663000001
477,9953.15663000001
478,9954.356630000011
479,9954.356630000011
480,9952.46417000001
481,9952.46417000001
482,9952.46417000001
483,9952.46417000001
484,9952.46417000001
485,9952.46417000001
486,9952.46417000001
487,9950.124170000012
488,9950.124170000012
489,9952.46417000001
490,9952.46417000001
491,9952.46417000001
492,9952.46417000001
493,9952.46417000001
494,9952.46417000001
495,9952.46417000001
496,9952.46417000001
497,9952.46417000001
498,9952.46417000001
499,9952.46417000001
500,9952.46417000001
501,9952.46417000001
502,9952.46417000001
503,9950.90417000001
504,9949.074120000012
505,9949.074120000012
506,9949.074120000012
507,9949.074120000012
508,9949.074120000012
509,9949.074120000012
510,9949.074120000012
511,9949.074120000012
512,9949.074120000012
513,9949.074120000012
514,9949.074120000012
515,9949.074120000012
516,9949.074120000012
517,9949.074120000012
518,9949.074120000012
519,9949.074120000012
520,9949.074120000012
521,9949.074120000012
522,9946.674120000012
523,9947.374120000013
524,9947.374120000013
525,9947.374120000013
526,9947.374120000013
527,9947.424120000012
528,9945.618260000012
529,9945.258260000011
530,9945.258260000011
531,9945.578260000011
532,9945.258260000011
533,9945.258260000011
534,9945.258260000011
535,9945.258260000011
536,9945.458260000012
537,9945.458260000012
538,9945.458260000012
539,9945.458260000012
540,9945.458260000012
541,9945.458260000012
542,9945.938260000012
543,9945.938260000012
544,9945.938260000012
545,9945.938260000012
546,9945.938260000012
547,9946.418260000011
548,9945.938260000012
549,9945.858260000012
550,9945.858260000012
551,9945.858260000012
552,9944.352360000012
553,9944.05236000001
554,9944.05236000001
555,9944.05236000001
556,9944.05236000001
557,9944.352360000012
558,9944.202360000012
559,9944.05236000001
560,9944.05236000001
561,9944.05236000001
562,9944.05236000001
563,9944.47236000001
564,9944.502360000011
565,9944.502360000011
566,9944.502360000011
567,9944.502360000011
568,9944.502360000011
569,9944.502360000011
570,9944.502360000011
571,9944.502360000011
572,9944.502360000011
573,9944.502360000011
574,9944.502360000011
575,9944.502360000011
576,9943.160010000012
577,9943.430010000011
578,9943.160010000012
579,9943.160010000012
580,9943.280010000011
581,9943.130010000012
582,9942.770010000011
583,9942.530010000011
584,9942.500010000012
585,9942.500010000012
586,9942.500010000012
587,9943.100010000011
588,9942.560010000012
589,9941.540010000012
590,9941.540010000012
591,9941.540010000012
592,9941.51001000001
593,9941.480010000012
594,9941.480010000012
595,9942.050010000012
596,9941.480010000012
597,9941.480010000012
598,9941.180010000011
599,9941.180010000011
600,9940.39581000001
601,9940.39581000001
602,9940.39581000001
603,9940.39581000001
604,9940.39581000001
605,9940.39581000001
606,9940.39581000001
607,9940.39581000001
608,9940.47581000001
609,9941.27581000001
610,9941.27581000001
611,9941.27581000001
612,9941.27581000001
613,9941.27581000001
614,9941.39581000001
615,9941.39581000001
616,9941.39581000001
617,9941.39581000001
618,9941.39581000001
619,9941.39581000001
620,9941.39581000001
621,9941.39581000001
622,9941.39581000001
623,9940.39581000001
624,9938.58441000001
625,9938.58441000001
626,9938.58441000001
627,9935.98441000001
628,9939.144410000012
629,9939.144410000012
630,9936.384410000011
631,9936.384410000011
632,9936.384410000011
633,9937.98441000001
634,9937.98441000001
635,9937.98441000001
636,9937.98441000001
637,9937.98441000001
638,9938.384410000011
639,9938.384410000011
640,9938.384410000011
641,9937.98441000001
642,9937.98441000001
643,9937.98441000001
644,9937.98441000001
645,9937.98441000001
646,9937.98441000001
647,9937.98441000001
648,9936.262260000009
649,9936.262260000009
650,9936.112260000009
651,9936.262260000009
652,9936.262260000009
653,9936.262260000009
654,9936.762260000009
655,9937.362260000009
656,9936.262260000009
657,9936.112260000009
658,9935.762260000009
659,9934.312260000008
660,9934.262260000009
661,9934.062260000008
662,9933.512260000009
663,9932.712260000008
664,9931.262260000009
665,9931.762260000009
666,9931.762260000009
667,9931.512260000009
668,9932.012260000009
669,9932.012260000009
670,9931.262260000009
671,9930.862260000009
672,9928.883510000009
673,9928.23351000001
674,9928.48351000001
675,9928.48351000001
676,9929.33351000001
677,9929.43351000001
678,9928.98351000001
679,9928.98351000001
680,9929.43351000001
681,9928.83351000001
682,9929.08351000001
683,9929.08351000001
684,9929.08351000001
685,9929.08351000001
686,9929.08351000001
687,9929.283510000008
688,9929.283510000008
689,9929.033510000008
690,9929.033510000008
691,9929.033510000008
692,9928.83351000001
693,9928.83351000001
694,9929.283510000008
695,9929.283510000008
696,9927.422860000008
697,9926.302860000007
698,9926.302860000007
699,9927.902860000007
700,9927.902860000007
701,9927.902860000007
702,9927.902860000007
703,9926.422860000008
704,9926.422860000008
705,9927.822860000007
706,9927.902860000007
707,9927.902860000007
708,9927.902860000007
709,9927.902860000007
710,9927.902860000007
711,9927.902860000007
712,9927.902860000007
713,9927.902860000007
714,9927.902860000007
715,9927.902860000007
716,9927.902860000007
717,9927.902860000007
718,9927.902860000007
719,9927.902860000007
720,9926.059940000006
721,9926.059940000006
722,9926.059940000006
723,9925.699940000006
724,9925.699940000006
725,9925.699940000006
726,9925.699940000006
727,9925.699940000006
728,9926.059940000006
729,9926.059940000006
730,9926.059940000006
731,9926.059940000006
732,9926.059940000006
733,9925.739940000007
734,9925.739940000007
735,9925.739940000007
736,9925.739940000007
737,9925.739940000007
738,9925.739940000007
739,9925.739940000007
740,9925.739940000007
741,9925.739940000007
742,9925.699940000006
743,9926.059940000006
744,9924.190100000007
745,9920.590100000007
746,9920.590100000007
747,9920.590100000007
748,9923.090100000007
749,9923.090100000007
750,9923.090100000007
751,9923.090100000007
752,9923.090100000007
753,9923.090100000007
754,9923.090100000007
755,9923.090100000007
756,9923.090100000007
757,9923.090100000007
758,9923.140100000008
759,9923.140100000008
760,9923.140100000008
761,9923.140100000008
762,9923.140100000008
763,9923.140100000008
764,9923.140100000008
765,9923.140100000008
766,9923.140100000008
767,9923.140100000008
768,9919.782050000007
769,9920.182050000007
770,9920.382050000007
771,9919.582050000008
772,9919.782050000007
773,9920.382050000007
774,9920.382050000007
775,9920.582050000008
776,9920.582050000008
777,9920.382050000007
778,9920.382050000007
779,9920.982050000008
780,9920.982050000008
781,9921.382050000007
782,9921.382050000007
783,9921.382050000007
784,9921.182050000007
785,9921.182050000007
786,9920.382050000007
787,9920.382050000007
788,9920.222050000008
789,9920.222050000008
790,9921.222050000008
791,9920.822050000008
792,9919.629690000007
793,9920.149690000007
794,9920.669690000008
795,9920.669690000008
796,9919.229690000007
797,9919.229690000007
798,9919.229690000007
799,9919.229690000007
800,9919.229690000007
801,9918.069690000008
802,9918.069690000008
803,9919.229690000007
804,9919.229690000007
805,9920.029690000007
806,9920.029690000007
807,9920.149690000007
808,9920.149690000007
809,9920.149690000007
810,9920.149690000007
811,9920.669690000008
812,9920.669690000008
813,9920.669690000008
814,9920.629690000007
815,9920.629690000007
816,9918.97060000001
817,9917.53060000001
818,9918.430600000009
819,9918.100600000009
820,9917.74060000001
821,9917.74060000001
822,9917.53060000001
823,9922.39060000001
824,9920.29060000001
825,9920.860600000009
826,9920.260600000009
827,9919.87060000001
828,9920.74060000001
829,9920.29060000001
830,9920.29060000001
831,9919.54060000001
832,9920.29060000001
833,9920.29060000001
834,9919.54060000001
835,9918.79060000001
836,9919.09060000001
837,9919.09060000001
838,9919.09060000001
839,9919.09060000001
840,9917.57536000001
841,9917.57536000001
842,9917.57536000001
843,9917.59536000001
844,9916.795360000011
845,9917.59536000001
846,9917.59536000001
847,9917.57536000001
848,9917.57536000001
849,9917.57536000001
850,9917.57536000001
851,9917.57536000001
852,9917.59536000001
853,9917.57536000001
854,9917.59536000001
855,9917.59536000001
856,9917.57536000001
857,9917.59536000001
858,9917.55536000001
859,9916.89536000001
860,9916.89536000001
861,9916.89536000001
862,9916.89536000001
863,9917.57536000001
864,9915.631860000009
865,9915.631860000009
866,9915.631860000009
867,9916.091860000008
868,9916.091860000008
869,9915.891860000009
870,9915.891860000009
871,9915.431860000008
872,9915.431860000008
873,9915.431860000008
874,9915.931860000008
875,9915.931860000008
876,9915.451860000008
877,9915.451860000008
878,9915.451860000008
879,9915.451860000008
880,9915.631860000009
881,9915.631860000009
882,9915.631860000009
883,9915.431860000008
884,9915.891860000009
885,9915.891860000009
886,9915.891860000009
887,9915.891860000009
888,9913.947700000008
889,9913.307700000007
890,9913.307700000007
891,9913.127700000008
892,9913.367700000008
893,9913.667700000007
894,9913.667700000007
895,9913.307700000007
896,9913.307700000007
897,9913.207700000006
898,9912.487700000007
899,9913.167700000007
900,9913.167700000007
901,9913.167700000007
902,9913.167700000007
903,9913.167700000007
904,9912.947700000008
905,9912.647700000007
906,9912.487700000007
907,9912.567700000007
908,9912.567700000007
909,9912.567700000007
910,9912.567700000007
911,9912.567700000007
912,9912.067640000008
913,9911.94764000001
914,9911.94764000001
915,9911.94764000001
916,9910.657640000009
917,9910.657640000009
918,9909.60764000001
919,9910.327640000009
920,9910.327640000009
921,9910.327640000009
922,9910.327640000009
923,9910.327640000009
924,9909.60764000001
925,9909.60764000001
926,9909.60764000001
927,9909.60764000001
928,9909.637640000008
929,9909.637640000008
930,9909.637640000008
931,9909.637640000008
932,9909.637640000008
933,9910.68764000001
934,9910.68764000001
935,9910.68764000001
936,9908.93798000001
937,9909.50798000001
938,9909.057980000009
939,9909.057980000009
940,9904.82798000001
941,9904.82798000001
942,9904.82798000001
943,9904.82798000001
944,9908.457980000008
945,9909.17798000001
946,9909.057980000009
947,9908.487980000009
948,9908.487980000009
949,9909.32798000001
950,9907.137980000009
951,9907.137980000009
952,9909.32798000001
953,9908.24798000001
954,9908.157980000009
955,9908.157980000009
956,9908.157980000009
957,9909.32798000001
958,9909.147980000009
959,9909.567980000009
960,9907.96373000001
961,9908.36373000001
962,9907.96373000001
963,9908.743730000011
964,9908.743730000011
965,9908.70373000001
966,9909.003730000011
967,9909.003730000011
968,9908.10373000001
969,9908.44373000001
970,9908.003730000011
971,9908.003730000011
972,9908.44373000001
973,9908.44373000001
974,9908.44373000001
975,9908.44373000001
976,9908.44373000001
977,9908.44373000001
978,9908.60373000001
979,9909.78373000001
980,9909.78373000001
981,9909.78373000001
982,9909.52373000001
983,9909.52373000001
984,9906.83631000001
985,9906.83631000001
986,9905.23631000001
987,9905.23631000001
